date,business,acn,status,type,state,week,count
2020-03-20,SHEER YAKH PTY LTD,629 840 535,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",Queensland,12,1
2020-03-20,NTA Industries Pty Ltd (In Liquidation),627 424 177,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",Queensland,12,1
2020-03-19,Vystal Pty Ltd,633 254 823,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",Queensland,12,1
2020-03-18,Hush-Hush Pty Ltd,093 997 329,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",Queensland,12,1
2020-03-18,SUGAR AND OIL CORPORATION PTY LTD ACN 606 550 761,606 550 761,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",Queensland,12,1
2020-03-18,Ocean Batteries Australia Pty Limited,602 430 295,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",Queensland,12,1
2020-03-17,MENER GROUP PTY LTD,161 232 408,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",Queensland,12,1
2020-03-16,AVP Solutions Pty Ltd,155 873 617,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",Queensland,12,1
2020-03-16,JSL Group Pty Ltd,166 332 770,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",Queensland,12,1
2020-03-16,EBI Marooch Pty Ltd,626 841 110,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",Queensland,12,1
2020-03-16,TKN Group of Companies Pty Ltd (In Liquidation) as trustee for TKN Group Trust,620 698 035,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",Queensland,12,1
2020-03-13,Aulier Health Foods Pty Ltd,165 830 893,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",Queensland,11,1
2020-12-03,1800 Flood Pty Ltd,630 735 947,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",Queensland,-3,1
2020-12-03,Mirrimage Pty Ltd,144 914 509,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",Queensland,-3,1
2020-12-03,MICKIM CONSTRUCTIONS PTY LTD,151 867 873,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",Queensland,-3,1
2020-12-03,Skope Group Pty Ltd trading as Scream Visual,006 294 739,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",Queensland,-3,1
2020-11-03,D & L Deiri Pty Ltd,001 137 202,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",Queensland,-7,1
2020-11-03,Victorian Transport & Logistics Pty Ltd,634 516 706,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",Queensland,-7,1
2020-10-03,BAR 951 PTY LTD,624 846 279,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",Queensland,-12,1
2020-10-03,Gutsii Pty Ltd,624 192 552,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",Queensland,-12,1
2020-10-03,Aussie Rural Equipment Pty Ltd trading as Keidges Farm Machinery,166 677 550,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",Queensland,-12,1
2020-10-03,Royal Bluebell Pty Ltd,618 926 319,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",Queensland,-12,1
2020-10-03,Maple Forest Pty Ltd trading as Kaleido Books & Gifts,145 350 063,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",Queensland,-12,1
2020-09-03,The Coffee Emporium Trading Pty Ltd,128 125 271,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",Queensland,-16,1
2020-09-03,Hush-Hush Pty. Ltd.,093 997 329,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",Queensland,-16,1
2020-08-03,Gutsii Pty Ltd trading as Gutsii Pty Ltd,624 192 552,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",Queensland,-20,1
2020-06-03,Virtual Tech Pty Ltd (In Liquidation),158 373 203,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",Queensland,-29,1
2020-06-03,Shmoopa Pty Ltd,108 897 990,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",Queensland,-29,1
2020-06-03,Zebra Finance Pty Ltd,118 219 122,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",Queensland,-29,1
2020-06-03,Yansco Pty Ltd,130 185 027,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",Queensland,-29,1
2020-06-03,Be Bold 2 Pty Ltd (In Liquidation) trading as Precinct Gladstone,625 878 104,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",Queensland,-29,1
2020-06-03,EQ NSW PTY LTD,153 410 998,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",Queensland,-29,1
2020-05-03,Wholesale Super Pty Ltd,615 390 915,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",Queensland,-34,1
2020-05-03,SUN ASIA EXPORT CORPORATION PTY LTD,167 694 724,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",Queensland,-34,1
2020-05-03,NTA Industries Pty Ltd,627 424 177,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",Queensland,-34,1
2020-05-03,MVS SUNSHINE COAST PTY LTD,143 992 385,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",Queensland,-34,1
2020-04-03,SALT & CO. (PACIFIC FAIR) PTY LTD,631 415 104,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",Queensland,-38,1
2020-04-03,AULIER HEALTH FOODS PTY LTD,165 830 893,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",Queensland,-38,1
2020-04-03,Holmes & Collins Pty Ltd,607 827 243,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",Queensland,-38,1
2020-04-03,EBI Marooch Pty Ltd,626 841 110,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",Queensland,-38,1
2020-04-03,Sheer Yakh Pty Ltd,629 840 535,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",Queensland,-38,1
2020-03-03,Corio Homes Pty Ltd,110 638 125,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",Queensland,10,1
2020-03-03,Sugar and Oil Corporation Pty Ltd,606 550 761,Deregistered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",Queensland,10,1
2020-03-03,Mind Power Technology Pty Ltd,600 460 044,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",Queensland,10,1
2020-02-03,Adrian's Metal Management Pty Ltd,616 177 050,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",Queensland,6,1
2020-02-03,Joviem Pty Ltd,123 501 253,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",Queensland,6,1
2020-02-03,Bramster Pty Ltd,629 813 047,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",Queensland,6,1
2020-02-03,Haoras Pty Ltd,604 250 160,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",Queensland,6,1
2020-02-28,TDAB Projects Pty Ltd,617 581 610,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",Queensland,9,1
2020-02-28,Glass Recovery Services Pty Ltd,130 869 920,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",Queensland,9,1
2020-02-28,Denham Street Pty Ltd as trustee for the Denham Street Unit Trust,607 338 063,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",Queensland,9,1
2020-02-27,Bradley Poore Electrical Pty Ltd,145 868 980,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",Queensland,9,1
2020-02-27,AE Management (Qld) Pty Ltd,166 526 138,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",Queensland,9,1
2020-02-26,Optimum Installations Pty Ltd,624 855 894,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",Queensland,9,1
2020-02-26,Coastline Glass Pty Ltd,129 490 482,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",Queensland,9,1
2020-02-26,D.J.L. Projects Pty Ltd,168 390 878,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",Queensland,9,1
2020-02-25,Brizway Pty Ltd,147 103 320,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",Queensland,9,1
2020-02-25,HUAI-HSUAN PTY LTD,607 743 662,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",Queensland,9,1
2020-02-24,PRIORITY ROOF INSPECTIONS PTY. LTD.,612 385 814,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",Queensland,9,1
2020-02-24,BE BOLD 2 PTY LTD,625 878 104,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",Queensland,9,1
2020-02-24,DCL Construction (Aust) Pty Ltd,624 033 496,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",Queensland,9,1
2020-02-21,HQ Property Maintenance Pty Ltd (In Liquidation),129 004 664,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",Queensland,8,1
2020-02-21,Ultimate Fire Protection (NSW) Pty Ltd (In Liquidation) trading as Ultimate Fire Protection (NSW),115 149 365,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",Queensland,8,1
2020-02-21,Jim Chetcuti & Co Pty Ltd,050 750 395,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",Queensland,8,1
2020-02-21,Down 2 Earth Earthworx Pty Ltd,161 843 116,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",Queensland,8,1
2020-02-20,Spartan Sport Services Pty Ltd,104 419 356,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",Queensland,8,1
2020-02-20,DO DREAM PTY LTD trading as DO DREAM CHICKEN,144 526 947,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",Queensland,8,1
2020-02-20,Automotive Salvage Group Pty Ltd trading as Eurojap Auto Spares,628 222 702,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",Queensland,8,1
2020-02-19,Bradley Poore Electrical Pty Ltd,145 868 980,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",Queensland,8,1
2020-02-19,Wholesale Super Pty Ltd (In Liq),615 390 915,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",Queensland,8,1
2020-02-17,Protech Refrigeration & Air Conditioning Pty Ltd,091 553 767,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",Queensland,8,1
2020-02-17,Skypoint Towers Pty Ltd,167 719 959,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",Queensland,8,1
2020-02-14,Raymax Construction and Maintenance Pty Ltd,108 379 095,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",Queensland,7,1
2020-02-14,Yesshop TV Pty Ltd,608 910 372,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",Queensland,7,1
2020-02-14,Maan Brothers Pty Ltd,602 348 854,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",Queensland,7,1
2020-02-14,Local A/C & Refrigeration Pty Ltd,609 545 584,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",Queensland,7,1
2020-02-14,AOSS PTY LTD,610 953 690,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",Queensland,7,1
2020-02-14,LTH Haulage Pty Ltd,147 656 960,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",Queensland,7,1
2020-02-13,OCCUPATION TWO PTY LTD trading as OCCUPATION TWO PTY LTD,624 109 753,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",Queensland,7,1
2020-02-13,QUIRKY MAMA PRODUCTIONS PTY LTD trading as QUIRKY MAMA PRODUCTIONS PTY LTD,624 109 744,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",Queensland,7,1
2020-02-13,Kildare International Pty Ltd trading as Furnart Building Service,611 499 088,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",Queensland,7,1
2020-02-13,RSV Enterprises Pty Ltd trading as Previously trading as The Good Place Westfield Miranda,614 937 209,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",Queensland,7,1
2020-12-02,Live Fashion Pty Ltd,120 336 629,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",Queensland,-3,1
2020-12-02,Victorian Transport and Logistics Pty. Ltd.,634 516 706,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",Queensland,-3,1
2020-11-02,PKM Civil Pty Ltd,606 306 478,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",Queensland,-7,1
2020-10-02,Blue Frog Property Services Pty Ltd,606 621 112,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",Queensland,-12,1
2020-10-02,New Era Distributors Pty Ltd,148 153 440,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",Queensland,-12,1
2020-10-02,ACN 166 951 953 PTY LTD Formerly New York Slice Australia Pty Ltd,166 951 953,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",Queensland,-12,1
2020-07-02,Alfa Stream Australia Pty Ltd,608 624 022,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",Queensland,-25,1
2020-07-02,Zen Engineering Pty Ltd trading as Zen Engineering Electrical,610 620 981,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",Queensland,-25,1
2020-07-02,THE MARSTA PAINTING COMPANY PTY. LTD trading as Marsta Painting,168 603 129,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",Queensland,-25,1
2020-06-02,UNIVERSAL WATERPROOFERS PTY LTD trading as UNIVERSAL WATERPROOFERS PTY LTD,168 665 763,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",Queensland,-29,1
2020-06-02,Moneyworks Capital Management Pty Ltd,167 762 969,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",Queensland,-29,1
2020-05-02,TKN Group of Companies Pty Ltd,620 698 035,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",Queensland,-34,1
2020-05-02,Grade Group Pty Ltd (In Liquidation) trading as Grade Contracting Group,609 993 508,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",Queensland,-34,1
2020-05-02,RSV Enterprises Pty Ltd,614 937 209,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",Queensland,-34,1
2020-04-02,TKN Civil Works Pty Ltd (In Liquidation),604 849 550,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",Queensland,-38,1
2020-04-02,JNA Consulting Pty Ltd trading as Finance4all,159 369 016,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",Queensland,-38,1
2020-04-02,Merchant Building Company Pty Ltd,120 819 267,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",Queensland,-38,1
2020-04-02,T&A (ACT) Pty Ltd trading as Knightsbridge Penthouse,602 385 955,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",Queensland,-38,1
2020-04-02,Trevitt Super Pty Ltd,619 618 629,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",Queensland,-38,1
2020-03-02,Awah Group Pty Ltd,605 154 872,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",Queensland,10,1
2020-01-31,Murray River Produce Co Pty Ltd trading as Murray River Produce Co,080 053 783,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",Queensland,5,1
2020-01-31,Traven Transport Pty Ltd,130 976 411,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",Queensland,5,1
2020-01-31,Narangba Valley Concreting & Resurfacing Pty. Ltd.,605 141 393,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",Queensland,5,1
2020-01-31,NEW ERA DISTRIBUTORS PTY LTD,148 153 440,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",Queensland,5,1
2020-01-31,RSCM Pty Ltd trading as Formerly T/A Esquire,145 623 623,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",Queensland,5,1
